product_name,drug_name,company_name,company_type,outcome,start_date,last_updated,din,dose,pharmaceutical_form,route_of_administration,medical_necessity,marketed_by_other_manufacturers,est_resupply_date,discontinued,discontinuation_date
IMPRIL,IMIPRAMINE HYDROCHLORIDE,Valeant Canada ,Generic,Resolved,2014-08-21T00:00:00Z,2015-03-24T00:00:00Z,00236748,10 mg,Tablet,Oral,No,,,Yes,
IMPRIL,IMIPRAMINE HYDROCHLORIDE,Valeant Canada ,Generic,Resolved,2014-08-21T00:00:00Z,2015-03-24T00:00:00Z,00236756,25 mg,Tablet,Oral,No,,,Yes,
ISOTAMINE B 300,ISONIAZID,Valeant Canada ,Generic,Resolved,2014-07-22T00:00:00Z,2015-05-29T00:00:00Z,00236799,300 mg,Tablet,Oral,,,,No,
DEXTROSE 70% INJECTION USP,DEXTROSE,Hospira Healthcare Corporation,Generic,Resolved,2014-03-04T00:00:00Z,2014-03-24T00:00:00Z,00244988,700 mg,Solution,Injectable,No,2.0,2014-03-04T00:00:00Z,No,
ETIBI TAB 100MG,ETHAMBUTOL HYDROCHLORIDE,Valeant Canada ,Generic,Resolved,2015-07-01T00:00:00Z,2015-09-04T00:00:00Z,00247960,100 mg,Tablet,Oral,,,2015-09-04T00:00:00Z,No,
ETIBI TAB 400MG,ETHAMBUTOL HYDROCHLORIDE,Valeant Canada ,Generic,Resolved,2015-06-05T00:00:00Z,2015-09-28T00:00:00Z,00247979,400 mg,Tablet,Oral,,,2015-09-28T00:00:00Z,No,
VASOFRINIC SIROP,PSEUDOEPHEDRINE HYDROCHLORIDE,LABORATOIRES TRIANON INC,Generic,Current,2014-05-01T00:00:00Z,2014-05-01T00:00:00Z,00249971,30 mg,Syrup,Oral,No,,,No,
VASOFRINIC PLUS SIROP,PSEUDOEPHEDRINE HYDROCHLORIDE,LABORATOIRES TRIANON INC,Generic,Current,2014-05-01T00:00:00Z,2014-05-01T00:00:00Z,00249998,30 mg,Syrup,Oral,No,,,No,
CATAPRES TAB 0.1MG,CLONIDINE HYDROCHLORIDE,Boehringer Ingelheim (Canada) Ltd.,Innovator,Current,2015-08-18T00:00:00Z,2015-08-18T00:00:00Z,00259527,0.1 mg,Tablet,Oral,,,,Yes,2015-08-18T00:00:00Z
DEPO-MEDROL W/ LIDOCAINE,DEPO-MEDROL W/ LIDOCAINE,Pfizer Canada Inc.,Innovator,Resolved,2013-09-12T00:00:00Z,2013-10-17T00:00:00Z,00260428,40 mg/10 mL,Suspension,Injectable,Yes,,2013-10-09T00:00:00Z,No,
DALACIN C PHOSPHATE,DALACIN C PHOSPHATE,Pfizer Canada Inc.,Innovator,Resolved,2013-12-02T00:00:00Z,2013-12-16T00:00:00Z,00260436,150 mg/mL,Solution,Injectable,Yes,,2013-12-16T00:00:00Z,No,
DALACIN C PHOSPHATE,DALACIN C PHOSPHATE,Pfizer Canada Inc.,Innovator,Resolved,2013-12-16T00:00:00Z,2013-12-16T00:00:00Z,00260436,150 mg/mL,Solution,Injectable,Yes,,2013-12-16T00:00:00Z,No,
DALACIN C PHOSPHATE,CLINDAMYCIN (CLINDAMYCIN PHOSPHATE),Pfizer Canada Inc.,Innovator,Resolved,2014-10-08T00:00:00Z,2014-10-27T00:00:00Z,00260436,150 mg,Solution,Injectable,Yes,,2014-10-24T00:00:00Z,No,
DALACIN C PHOSPHATE,CLINDAMYCIN (CLINDAMYCIN PHOSPHATE),Pfizer Canada Inc.,Innovator,Resolved,2014-10-08T00:00:00Z,2015-02-10T00:00:00Z,00260436,150 mg,Solution,Injectable,Yes,,2015-02-10T00:00:00Z,No,
ISOTAMINE-100,ISONIAZID,Valeant Canada ,Generic,Resolved,2014-07-23T00:00:00Z,2015-05-29T00:00:00Z,00261270,100 mg,Tablet,Oral,,,,No,
ISOTAMINE POWDER,ISONIAZID,Valeant Canada ,Generic,Resolved,2014-07-23T00:00:00Z,2015-05-29T00:00:00Z,00261289,500 g,Powder,Oral,,,,No,
BISACOLAX,BISACODYL,Valeant Canada ,Generic,Resolved,2014-08-21T00:00:00Z,2015-03-24T00:00:00Z,00261327,10 mg,Suppository,Other,No,,,Yes,
SODIUM BICARBONATE INJ 8.4%,SODIUM BICARBONATE,Hospira Healthcare Corporation,Generic,Resolved,2014-05-09T00:00:00Z,2014-05-30T00:00:00Z,00261998,84 mg,Solution,Injectable,Yes,,2014-05-09T00:00:00Z,No,
SODIUM BICARBONATE INJ 8.4%,SODIUM BICARBONATE,Hospira Healthcare Corporation,Generic,Resolved,2016-01-20T00:00:00Z,2016-02-17T00:00:00Z,00261998,84 mg,Solution,Injectable,Yes,,,No,
SODIUM BICARBONATE INJ 8.4%,SODIUM BICARBONATE,Hospira Healthcare Corporation,Generic,Resolved,2016-01-20T00:00:00Z,2016-02-18T00:00:00Z,00261998,84 mg,Solution,Injectable,Yes,,,No,
SODIUM CHLORIDE 146MG/ML INJECTION,SODIUM CHLORIDE,Hospira Healthcare Corporation,Generic,Current,2013-04-10T00:00:00Z,2016-04-14T00:00:00Z,00262005,146 mg,Solution,Injectable,Yes,,,No,
COTAZYM,LIPASE,Merck Canada Inc.,Innovator,Resolved,2015-10-15T00:00:00Z,2015-11-02T00:00:00Z,00263818,8000 units,Capsule (Immediate Release),Oral,,,2015-11-02T00:00:00Z,No,
COTAZYM,LIPASE,Merck Canada Inc.,Innovator,Resolved,2016-02-02T00:00:00Z,2016-03-10T00:00:00Z,00263818,8000 units,Capsule (Immediate Release),Oral,,,2016-03-08T00:00:00Z,No,
UROZIDE,HYDROCHLOROTHIAZIDE,Valeant Canada ,Generic,Resolved,2014-09-01T00:00:00Z,2015-06-23T00:00:00Z,00263893,25 mg,Tablet,Oral,No,,,No,
UROZIDE,HYDROCHLOROTHIAZIDE,Valeant Canada ,Generic,Resolved,2014-09-01T00:00:00Z,2015-06-23T00:00:00Z,00263907,50 mg,Tablet,Oral,No,,,No,
C.E.S. TABLETS,CONJUGATED ESTROGENS,Valeant Canada ,Generic,Resolved,2014-08-21T00:00:00Z,2015-03-24T00:00:00Z,00265489,1.25 mg,Tablet,Oral,No,,,Yes,
ISOTAMINE SYR PEDIATRIC 50MG/5ML,ISONIAZID,Valeant Canada ,Generic,Resolved,2014-07-23T00:00:00Z,2015-05-29T00:00:00Z,00265500,10 mg,Syrup,Oral,,,,No,
LEVATE,AMITRIPTYLINE HYDROCHLORIDE,Valeant Canada ,Generic,Resolved,2014-09-01T00:00:00Z,2015-05-29T00:00:00Z,00271152,50 mg,Tablet,Oral,No,,,No,
ALLERDRYL CAP 50MG,DIPHENHYDRAMINE HYDROCHLORIDE,Valeant Canada ,Generic,Resolved,2014-08-21T00:00:00Z,2015-03-24T00:00:00Z,00271411,50 mg,Capsule,Oral,No,,,Yes,
PHENAZO 100MG,PHENAZOPYRIDINE HYDROCHLORIDE,Valeant Canada ,Generic,Resolved,2014-07-24T00:00:00Z,2015-05-29T00:00:00Z,00271489,100 mg,Tablet,Oral,No,,,Yes,
ISOTAMINE-300,ISONIAZID,Valeant Canada ,Generic,Resolved,2014-07-23T00:00:00Z,2015-05-29T00:00:00Z,00272655,300 mg,Tablet,Oral,,,,No,
Lanvis,Thioguanine,ASPEN PHARMA TRADING LIMITED,Generic,Resolved,2015-08-08T00:00:00Z,2015-08-26T00:00:00Z,00282081,40 mg,Tablet,Oral,,,2015-09-11T00:00:00Z,No,
TEBRAZID TAB 500MG,PYRAZINAMIDE,Valeant Canada ,Generic,Resolved,2014-07-24T00:00:00Z,2015-06-26T00:00:00Z,00283991,500 mg,Tablet,Oral,,,,Yes,
ALDACTONE 100 MG,SPIRONOLACTONE,Pfizer Canada Inc.,Innovator,Resolved,2016-01-04T00:00:00Z,2016-03-18T00:00:00Z,00285455,100 mg,Tablet,Oral,No,,2016-03-16T00:00:00Z,No,
DEXASONE 0.75MG,DEXAMETHASONE,Valeant Canada ,Generic,Resolved,2014-08-21T00:00:00Z,2015-03-24T00:00:00Z,00285471,0.75 mg,Tablet,Oral,,,,Yes,
TRAVASOL E,ALANINE,Baxter Corporation,Innovator,Resolved,2014-09-15T00:00:00Z,2015-08-18T00:00:00Z,00285528,2.08 g,Solution,Injectable,Yes,,,Yes,
LEVATE,AMITRIPTYLINE HYDROCHLORIDE,Valeant Canada ,Generic,Resolved,2014-09-01T00:00:00Z,2015-05-20T00:00:00Z,00293911,10 mg,Tablet,Oral,No,,,No,
CALCIUM CHLORIDE INJ 100MG/ML,CALCIUM CHLORIDE,Hospira Healthcare Corporation,Generic,Resolved,2014-06-20T00:00:00Z,2014-07-25T00:00:00Z,00294748,100 mg,Solution,Injectable,Yes,,2014-07-25T00:00:00Z,No,
CALCIUM CHLORIDE INJ 100MG/ML,CALCIUM CHLORIDE,Hospira Healthcare Corporation,Generic,Resolved,2016-01-20T00:00:00Z,2016-02-18T00:00:00Z,00294748,100 mg,Solution,Injectable,Yes,,,No,
BENURYL,PROBENECID,Valeant Canada ,Generic,Resolved,2014-07-24T00:00:00Z,2015-06-26T00:00:00Z,00294926,500 mg,Tablet,Oral,,,,Yes,
ACETAZOLAM,ACETAZOLAMIDE,Valeant Canada ,Generic,Resolved,2014-08-21T00:00:00Z,2015-03-24T00:00:00Z,00295019,250 mg,Tablet,Oral,No,1.0,2014-08-21T00:00:00Z,Yes,
DEXASONE 0.5MG,DEXAMETHASONE,Valeant Canada ,Generic,Resolved,2014-08-21T00:00:00Z,2015-03-24T00:00:00Z,00295094,0.5 mg,Tablet,Oral,,,,Yes,
Pre-Attached LTA™ Kit / Seringue LTA™ Montée,4% Lidocaine Hydrochloride Topical Solution / Solution topique de chlorydrate de lidocaine a 4%,Hospira Healthcare Corporation,Generic,Resolved,2014-08-08T00:00:00Z,2014-09-12T00:00:00Z,00295531,40 mg/mL,Syringe (Kit),Topical,No,2.0,,Yes,
CARMUSTINE,BicNu,Bristol-Myers Squibb Canada,Innovator,Resolved,2013-08-28T00:00:00Z,2014-10-10T00:00:00Z,00297763,100 mg,Vial,Injectable,Yes,,,No,
LEVATE,AMITRIPTYLINE HYDROCHLORIDE,Valeant Canada ,Generic,Resolved,2014-09-01T00:00:00Z,2015-05-29T00:00:00Z,00306320,25 mg,Tablet,Oral,No,,,No,
NITROFURANTOIN,NITROFURANTOIN,AA Pharma Inc.,Generic,Current,2015-09-25T00:00:00Z,2015-10-30T00:00:00Z,00312738,100 mg,Tablet,Oral,No,,,No,
NITROFURANTOIN,NITROFURANTOIN,AA Pharma Inc.,Generic,Current,2015-09-25T00:00:00Z,2015-09-25T00:00:00Z,00319511,50 mg,Tablet,Oral,No,,,No,
"SINEQUAN(None selective monoamine reuptake inh,)",Sinequan 100mg,Erfa Canada 2012 Inc.,Generic,Current,2013-06-11T00:00:00Z,2015-06-25T00:00:00Z,00326925,100 mg ,Capsule,Oral,,,,No,
ATROPINE SULFATE INJ 0.1MG/ML,ATROPINE SULFATE,Hospira Healthcare Corporation,Generic,Resolved,2014-11-27T00:00:00Z,2015-02-06T00:00:00Z,00328154,0.1 mg,Solution,Injectable,Yes,,2014-11-27T00:00:00Z,No,
ATROPINE SULFATE INJ 0.1MG/ML,ATROPINE SULFATE,Hospira Healthcare Corporation,Generic,Resolved,2015-05-04T00:00:00Z,2015-05-08T00:00:00Z,00328154,0.1 mg,Solution,Injectable,Yes,,2015-05-04T00:00:00Z,No,
ATROPINE SULFATE INJ 0.1MG/ML,ATROPINE SULFATE,Hospira Healthcare Corporation,Generic,Resolved,2015-11-02T00:00:00Z,2016-03-02T00:00:00Z,00328154,0.1 mg,Solution,Injectable,Yes,,,No,
ATROPINE SULFATE INJ 0.1MG/ML,ATROPINE SULFATE,Hospira Healthcare Corporation,Generic,Resolved,2016-02-02T00:00:00Z,2016-02-17T00:00:00Z,00328154,0.1 mg,Solution,Injectable,Yes,,2016-02-02T00:00:00Z,No,
TEVA-FUROSEMIDE,FUROSEMIDE,Teva Canada Limited,Generic,Resolved,2015-11-26T00:00:00Z,2015-12-30T00:00:00Z,00337730,20 mg,Tablet,Oral,No,,2015-12-18T00:00:00Z,No,
TEVA-FUROSEMIDE,FUROSEMIDE,Teva Canada Limited,Generic,Resolved,2015-09-24T00:00:00Z,2016-01-21T00:00:00Z,00337749,40 mg,Tablet,Oral,No,,2016-01-04T00:00:00Z,No,
TEVA-FUROSEMIDE,FUROSEMIDE,Teva Canada Limited,Generic,Resolved,2016-01-29T00:00:00Z,2016-03-24T00:00:00Z,00337749,40 mg,Tablet,Oral,No,,2016-03-23T00:00:00Z,No,
TEVA-CLOXACILLIN SOL'N 125MG/5ML 200ML,CLOXACILLIN,Teva Canada Limited,Generic,Current,2014-10-24T00:00:00Z,2014-10-24T00:00:00Z,00337757,125 mg/5 mL,Solution,Injectable,Yes,,,Yes,2014-10-24T00:00:00Z
TEVA-CEPHALEXIN SUSP 250MG/5ML,CEPHALEXIN,Teva Canada Limited,Generic,Resolved,2014-10-31T00:00:00Z,2015-10-15T00:00:00Z,00342092,250 mg/5 mL,Suspension,Injectable,Yes,,2015-10-30T00:00:00Z,No,
NOVO-LEXIN 250,CEPHALEXIN,Teva Canada Limited,Generic,Resolved,2015-01-05T00:00:00Z,2015-04-06T00:00:00Z,00342092,250 mg,Powder for Suspension,Injectable,Yes,,2015-04-17T00:00:00Z,No,
NOVO-LEXIN 250,CEPHALEXIN,Teva Canada Limited,Generic,Resolved,2015-06-05T00:00:00Z,2015-11-19T00:00:00Z,00342092,250 mg,Powder for Suspension,Injectable,Yes,,2015-11-20T00:00:00Z,No,
NOVO-LEXIN 125,CEPHALEXIN,Teva Canada Limited,Generic,Resolved,2014-12-08T00:00:00Z,2015-06-01T00:00:00Z,00342106,125 mg,Powder for Suspension,Injectable,Yes,,2015-05-29T00:00:00Z,No,
NOVO-LEXIN 125,CEPHALEXIN,Teva Canada Limited,Generic,Resolved,2015-01-16T00:00:00Z,2015-03-13T00:00:00Z,00342106,125 mg,Powder for Suspension,Injectable,Yes,,2015-03-09T00:00:00Z,No,
NOVO-LEXIN 125,CEPHALEXIN,Teva Canada Limited,Generic,Resolved,2015-07-03T00:00:00Z,2015-08-20T00:00:00Z,00342106,125 mg,Powder for Suspension,Injectable,Yes,,2015-08-28T00:00:00Z,No,
NOVO-LEXIN 125,CEPHALEXIN,Teva Canada Limited,Generic,Resolved,2015-08-27T00:00:00Z,2015-11-19T00:00:00Z,00342106,125 mg,Powder for Suspension,Injectable,Yes,,2015-11-20T00:00:00Z,No,
NOVO-LEXIN,CEPHALEXIN,Teva Canada Limited,Generic,Resolved,2014-11-21T00:00:00Z,2015-01-05T00:00:00Z,00342114,500 mg,Capsule,Oral,No,,2014-12-19T00:00:00Z,No,
NOVO-LEXIN,CEPHALEXIN,Teva Canada Limited,Generic,Resolved,2015-01-16T00:00:00Z,2015-02-13T00:00:00Z,00342114,500 mg,Capsule,Oral,No,,2015-02-13T00:00:00Z,No,
NOVO-LEXIN,CEPHALEXIN,Teva Canada Limited,Generic,Resolved,2015-01-23T00:00:00Z,2015-06-05T00:00:00Z,00342114,500 mg,Capsule,Oral,No,,2015-02-10T00:00:00Z,No,
ROFACT 300MG,RIFAMPIN,Valeant Canada ,Generic,Resolved,2014-09-25T00:00:00Z,2014-10-28T00:00:00Z,00343617,300 mg,Capsule,Oral,,,,No,
LOESTRIN 28,LOESTRIN 28,Paladin Labs Inc.,Generic,Resolved,2013-06-04T00:00:00Z,2013-10-31T00:00:00Z,00353027,1.5 mg,Tablet,Oral,No,,2013-09-30T00:00:00Z,No,
Ceenu 100 mg,Ceenu 100 mg,Bristol-Myers Squibb Canada,Innovator,Resolved,2013-06-19T00:00:00Z,2013-07-11T00:00:00Z,00360414,100 mg,Capsule,Oral,,,,No,
FORMULEX CAP 10MG,DICYCLOMINE HYDROCHLORIDE,Valeant Canada ,Generic,Resolved,2014-08-21T00:00:00Z,2015-03-24T00:00:00Z,00361933,10 mg,Capsule,Oral,,,,Yes,
TEVA-HALOPERIDOL 5MG,Haloperidol,Teva Canada Limited,Generic,Resolved,2014-11-14T00:00:00Z,2015-01-09T00:00:00Z,00363650,5 mg,Tablet,Oral,,,2015-01-05T00:00:00Z,No,
TEVA-HALOPERIDOL,HALOPERIDOL,Teva Canada Limited,Generic,Resolved,2016-02-18T00:00:00Z,2016-04-14T00:00:00Z,00363650,5 mg,Tablet,Oral,,,2016-04-15T00:00:00Z,No,
ASEPTONE 2 DETERGENT,SODIUM LAURYL ETHER SULFATE,LABORATOIRE RIVA INC,Generic,Current,2014-04-11T00:00:00Z,2014-04-11T00:00:00Z,00364487,0.06,Liquid,Other,No,,,No,
ASEPTONE 1 SOLUTION,CLOROPHENE SODIUM,LABORATOIRE RIVA INC,Generic,Current,2014-04-11T00:00:00Z,2014-04-11T00:00:00Z,00364495,0.061,Solution,Other,No,,,No,
ASEPTONE 5 DETERGENT,SODIUM ALKYL POLYETHER SULFATE,LABORATOIRE RIVA INC,Generic,Current,2014-04-11T00:00:00Z,2014-04-11T00:00:00Z,00368415,0.06,Liquid,Other,No,,,No,
ALLERDRYL CAP 25MG,DIPHENHYDRAMINE HYDROCHLORIDE,Valeant Canada ,Generic,Resolved,2014-08-21T00:00:00Z,2015-03-24T00:00:00Z,00370517,25 mg,Capsule,Oral,No,,,Yes,
PANOXYL 20 GEL,BENZOYL PEROXIDE,GlaxoSmithKline Inc.,Innovator,Current,2014-04-01T00:00:00Z,2014-05-22T00:00:00Z,00373036,0.2,Gel,Topical,No,,,Yes,
OXYDERM LOT 20%,BENZOYL PEROXIDE,Valeant Canada ,Generic,Resolved,2014-08-22T00:00:00Z,2015-03-24T00:00:00Z,00374318,0.2,Lotion,Topical,No,,,No,
OXYDERM LOTION 5%,BENZOYL PEROXIDE,Valeant Canada ,Generic,Resolved,2014-08-22T00:00:00Z,2015-03-24T00:00:00Z,00374326,0.05,Lotion,Topical,No,,,Yes,
HERBAL MULTI-TAR PLUS SHAMPOO,COAL TAR,Valeant Canada ,Generic,Resolved,2014-08-21T00:00:00Z,2015-03-24T00:00:00Z,00379727,0.0033,Shampoo,Topical,No,,,Yes,
TRAVASOL,L-ALANINE,Baxter Corporation,Innovator,Resolved,2014-09-15T00:00:00Z,2015-08-18T00:00:00Z,00388769,2.08 g ,Solution,Injectable,Yes,,2014-09-19T00:00:00Z,No,
SODIUM CHLORIDE INJECTION USP,SODIUM CHLORIDE,Sandoz Canada Inc.,Generic,Current,2015-04-22T00:00:00Z,2015-04-22T00:00:00Z,00392499,234 mg,Solution,Injectable,Yes,,,Yes,
DIMENHYDRINATE INJ 50MG USP,DIMENHYDRINATE,Sandoz Canada Inc.,Generic,Resolved,2014-01-23T00:00:00Z,2014-09-18T00:00:00Z,00392537,50 mg,Liquid,Injectable,No,4.0,,No,
DIMENHYDRINATE INJ 50MG USP,DIMENHYDRINATE,Sandoz Canada Inc.,Generic,Resolved,2015-04-01T00:00:00Z,2015-04-22T00:00:00Z,00392537,50 mg,Liquid,Injectable,No,4.0,2015-07-15T00:00:00Z,No,
MAGNESIUM SULFATE INJ 20% USP,MAGNESIUM SULFATE,Sandoz Canada Inc.,Generic,Resolved,2014-04-16T00:00:00Z,2015-03-03T00:00:00Z,00392618,200 mg,Liquid,Injectable,Yes,,,No,
ATROPINE SULFATE INJECTION USP,ATROPINE SULFATE,Sandoz Canada Inc.,Generic,Current,2013-08-13T00:00:00Z,2014-05-01T00:00:00Z,00392782,0.4 mg,Solution,Injectable,Yes,,,Yes,
ROFACT 150MG,RIFAMPIN,Valeant Canada ,Generic,Resolved,2015-10-20T00:00:00Z,2015-10-27T00:00:00Z,00393444,150 mg,Capsule,Oral,,,2015-10-26T00:00:00Z,No,
DEHYDRATED ALCOHOL INJECTION USP,ALCOHOL ANHYDROUS,Sandoz Canada Inc.,Generic,Resolved,2014-07-08T00:00:00Z,2015-04-15T00:00:00Z,00394394,1.0,Liquid,Other,No,,,No,
DEHYDRATED ALCOHOL INJECTION USP,ALCOHOL ANHYDROUS,Sandoz Canada Inc.,Generic,Resolved,2015-05-06T00:00:00Z,2015-05-20T00:00:00Z,00394394,1.0,Liquid,Other,No,,2015-05-15T00:00:00Z,No,
DEHYDRATED ALCOHOL INJECTION USP,ALCOHOL ANHYDROUS,Sandoz Canada Inc.,Generic,Resolved,2015-06-19T00:00:00Z,2015-06-25T00:00:00Z,00394394,1.0,Liquid,Other,No,,2015-07-15T00:00:00Z,No,
APO-HALOPERIDOL TAB 2MG,HALOPERIDOL,Apotex Inc.,Generic,Current,2013-12-12T00:00:00Z,2014-02-27T00:00:00Z,00396826,2 mg,Tablet,Oral,,,,Yes,
APO-HALOPERIDOL TAB 5MG,HALOPERIDOL,Apotex Inc.,Generic,Current,2013-12-12T00:00:00Z,2014-02-27T00:00:00Z,00396834,5 mg,Tablet,Oral,,,,Yes,
Cysto-Conray II,Iothalamate Meglumine,LIEBEL-FLARSHEIM CANADA INC,Innovator,Resolved,2015-06-15T00:00:00Z,2015-07-08T00:00:00Z,00397466,172 mg/mL,Radio-imaging,Radio-Imaging,Yes,,2015-06-23T00:00:00Z,No,
CYSTO CONRAY II,Iothalamate Meglumine,LIEBEL-FLARSHEIM CANADA INC,Innovator,Resolved,2015-07-08T00:00:00Z,2015-07-16T00:00:00Z,00397466,172 mg/mL,Radio-imaging,Radio-Imaging,Yes,,2015-07-13T00:00:00Z,No,
DIAZEPAM INJECTION USP,DIAZEPAM,Sandoz Canada Inc.,Generic,Resolved,2013-08-13T00:00:00Z,2015-06-03T00:00:00Z,00399728,5 mg,Solution,Injectable,Yes,,,No,
L-Arginine HCL for Injection ,L-Arginine HCL for Injection (Code # 1060),Baxter Corporation,Innovator,Resolved,2013-07-02T00:00:00Z,2014-01-03T00:00:00Z,00399736,250 mg/mL,Injection,Injectable,Yes,,2014-01-01T00:00:00Z,No,
DINOPROSTONE(Oxytocic),DINOPROSTONE,Pfizer Canada Inc.,Innovator,Resolved,2015-01-16T00:00:00Z,2015-02-19T00:00:00Z,00400688,0.5 mg,Tablet,Oral,No,,2015-02-28T00:00:00Z,No,
"SINEQUAN(None selective monoamine reuptake inh,)",Sinequan 75mg,Erfa Canada 2012 Inc.,Generic,Current,2014-01-23T00:00:00Z,2015-06-25T00:00:00Z,00400750,75 mg,Capsule,Oral,No,,,No,
FUROSEMIDE SPECIAL,FUROSEMIDE,Sandoz Canada Inc.,Generic,Resolved,2014-09-26T00:00:00Z,2014-12-23T00:00:00Z,00401633,10 mg,Solution,Injectable,Yes,,,No,
FUROSEMIDE SPECIAL,FUROSEMIDE,Sandoz Canada Inc.,Generic,Resolved,2015-02-10T00:00:00Z,2015-05-28T00:00:00Z,00401633,10 mg,Solution,Injectable,Yes,,2015-06-15T00:00:00Z,No,
POTASSIUM CHLORIDE INJ,POTASSIUM CHLORIDE,Omega Laboratories Ltd.,Generic,Current,2016-01-18T00:00:00Z,2016-01-18T00:00:00Z,00402206,20 mEq,Solution,Injectable,Yes,,,No,
SODIUM CHLORIDE INJ 23.4%,SODIUM CHLORIDE,Omega Laboratories Ltd.,Generic,Resolved,2014-08-03T00:00:00Z,2014-09-15T00:00:00Z,00402230,234 mg,Solution,Injectable,Yes,,2014-09-15T00:00:00Z,No,
RATIO-BISACODYL,BISACODYL,Teva Canada Limited,Generic,Current,2015-12-17T00:00:00Z,2015-12-17T00:00:00Z,00404802,10 mg,Suppository,Topical,No,,,No,
IMPRIL,IMIPRAMINE HYDROCHLORIDE,Valeant Canada ,Generic,Resolved,2014-08-21T00:00:00Z,2015-03-24T00:00:00Z,00405604,75 mg,Tablet,Oral,No,,,Yes,
LEVATE,AMITRIPTYLINE HYDROCHLORIDE,Valeant Canada ,Generic,Resolved,2014-09-01T00:00:00Z,2015-05-29T00:00:00Z,00405612,75 mg,Tablet,Oral,No,,,No,
UROZIDE,HYDROCHLOROTHIAZIDE,Valeant Canada ,Generic,Resolved,2014-09-01T00:00:00Z,2015-06-23T00:00:00Z,00405620,100 mg,Tablet,Oral,No,,,No,
SOM PAM,FLURAZEPAM HYDROCHLORIDE,Valeant Canada ,Generic,Resolved,2014-09-01T00:00:00Z,2015-06-23T00:00:00Z,00414220,15 mg,Capsule,Oral,,,,No,
SOM PAM,FLURAZEPAM HYDROCHLORIDE,Valeant Canada ,Generic,Resolved,2014-09-01T00:00:00Z,2015-06-23T00:00:00Z,00414239,30 mg,Capsule,Oral,,,,No,
OXPAM,OXAZEPAM,Valeant Canada ,Generic,Resolved,2014-09-01T00:00:00Z,2015-05-22T00:00:00Z,00414247,10 mg,Tablet,Oral,No,,,No,
OXPAM,OXAZEPAM,Valeant Canada ,Generic,Resolved,2014-09-01T00:00:00Z,2015-05-22T00:00:00Z,00414255,15 mg,Tablet,Oral,No,,,No,
OXPAM,OXAZEPAM,Valeant Canada ,Generic,Resolved,2014-09-01T00:00:00Z,2015-05-22T00:00:00Z,00414263,30 mg,Tablet,Oral,No,,,No,
APO FOLIC ACID TAB 5MG,FOLIC ACID,Apotex Inc.,Generic,Resolved,2015-12-08T00:00:00Z,2016-03-22T00:00:00Z,00426849,5 mg,Tablet,Oral,,,2016-03-30T00:00:00Z,No,
OXYDERM LOTION 10%,BENZOYL PEROXIDE,Valeant Canada ,Generic,Resolved,2014-08-22T00:00:00Z,2015-03-24T00:00:00Z,00432938,0.1,Lotion,Topical,No,,,Yes,
ASEPTONE QUAT DETERGENT,ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,LABORATOIRE RIVA INC,Generic,Current,2014-04-11T00:00:00Z,2014-04-11T00:00:00Z,00435996,0.0312,Liquid,Other,No,,,No,
LIDOCAINE HYDROCHLORIDE INJ 2% USP,LIDOCAINE HYDROCHLORIDE,Hospira Healthcare Corporation,Generic,Resolved,2015-03-23T00:00:00Z,2015-04-10T00:00:00Z,00436208,20 mg,Solution,Injectable,Yes,,2015-04-09T00:00:00Z,No,
LIDOCAINE HYDROCHLORIDE INJ 2% USP,LIDOCAINE HYDROCHLORIDE,Hospira Healthcare Corporation,Generic,Resolved,2016-01-20T00:00:00Z,2016-02-17T00:00:00Z,00436208,20 mg ,Solution,Injectable,Yes,,,No,
RETIN-A,TRETINOIN,Valeant Canada ,Generic,Resolved,2014-09-10T00:00:00Z,2015-01-06T00:00:00Z,00443794,5.0E-4,Cream,Topical,No,,2014-12-15T00:00:00Z,No,
RETIN-A,TRETINOIN,Valeant Canada ,Generic,Resolved,2014-03-31T00:00:00Z,2014-07-04T00:00:00Z,00443816,2.5E-4,Gel,Topical,No,,,No,
Depakene Syrup (Valproic Acid),Depakene Syrup (Valproic Acid),BGP Pharma ULC,Generic,Resolved,2013-11-06T00:00:00Z,2014-08-29T00:00:00Z,00443832,50 mg/mL,Syrup,Oral,,,2014-08-29T00:00:00Z,No,
ALLOPRIN,ALLOPURINOL,Valeant Canada ,Generic,Resolved,2014-08-21T00:00:00Z,2015-03-24T00:00:00Z,00449687,100 mg,Tablet,Oral,No,,,Yes,
ALLOPRIN,ALLOPURINOL,Valeant Canada ,Generic,Resolved,2014-08-21T00:00:00Z,2015-03-24T00:00:00Z,00454354,300 mg,Tablet,Oral,No,,,No,
PHENAZO 200MG,PHENAZOPYRIDINE HYDROCHLORIDE,Valeant Canada ,Generic,Resolved,2014-07-24T00:00:00Z,2015-06-23T00:00:00Z,00454583,200 mg,Tablet,Oral,No,,,Yes,
Aminosyn 10%,Amino Acid Injection 10%,Hospira Healthcare Corporation,Generic,Resolved,2013-08-20T00:00:00Z,2014-03-04T00:00:00Z,00454907,0.1,Injection,Injectable,Yes,,2013-12-31T00:00:00Z,No,
